"","age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
"16269",28,"Male","IN",2,3,4,1,1,1,4,4,3,1,1,2,3,4,4,1,0,1,0,1
"16270",18,"Female","SE",1,1,4,5,4,2,4,5,3,3,4,5,5,5,2,0,1,1,1,1
"16271",18,"Female","SE",3,4,5,3,2,3,4,3,4,2,4,1,2,3,2,1,1,1,0,0
"16272",29,"Female","US",1,2,1,5,5,5,5,5,2,1,3,2,5,5,2,0,1,1,0,1
"16273",19,"Other","GB",1,2,1,4,4,4,3,3,2,3,2,3,4,3,4,0,1,1,1,1
"16274",21,"Female","LK",4,5,3,4,4,4,5,5,4,4,4,4,5,5,4,1,1,1,1,1
"16275",36,"Female","CA",2,5,5,4,5,3,5,5,5,3,3,4,5,3,5,1,1,1,1,1
"16276",23,"Female","TW",3,2,2,4,4,4,4,4,3,2,4,3,4,3,3,0,1,1,1,1
"16277",24,"Male","ES",4,3,3,2,2,1,4,4,4,2,2,2,4,4,4,1,0,1,0,1
"16278",19,"Male","PH",5,5,5,1,1,3,5,5,2,4,5,4,4,3,4,1,0,1,1,1
"16279",13,"Female","US",1,1,1,4,5,5,1,4,3,3,5,2,4,5,4,0,1,1,1,1
"16280",17,"Male","EG",3,4,4,4,5,5,5,5,3,4,5,4,5,5,4,1,1,1,1,1
"16281",14,"Female","US",3,5,4,2,2,1,3,4,4,4,5,5,5,5,5,1,0,1,1,1
"16282",17,"Male","US",3,4,4,2,5,4,5,5,5,3,5,1,1,5,2,1,1,1,1,1
"16283",14,"Male","US",5,5,5,3,5,1,5,5,3,3,5,1,5,5,5,1,1,1,1,1
"16284",23,"Female","TW",3,3,4,2,3,1,3,3,4,3,2,4,2,5,3,1,0,1,1,1
"16285",21,"Female","NG",1,4,4,3,4,3,4,4,4,4,4,4,3,4,3,1,1,1,1,1
"16286",20,"Female","PH",2,3,2,2,3,3,4,4,2,3,3,2,3,3,3,0,1,1,1,1
"16287",25,"Female","TW",1,1,2,5,5,5,4,4,5,3,4,5,4,2,4,0,1,1,1,1
"16288",21,"Male","TR",2,4,3,2,3,2,2,4,4,4,4,4,5,4,3,1,0,1,1,1
"16289",34,"Female","ZA",2,4,2,5,5,5,4,4,4,3,5,5,5,4,3,1,1,1,1,1
"16290",62,"Male","US",2,5,4,2,4,1,4,5,5,4,5,4,3,5,4,1,0,1,1,1
"16291",22,"Male","IN",4,5,4,3,4,2,5,5,5,4,4,5,3,4,4,1,1,1,1,1
"16292",20,"Female","IT",2,3,3,3,4,2,2,3,3,3,5,3,5,4,5,1,1,1,1,1
"16293",20,"Male","FR",1,3,3,4,4,3,3,2,4,4,4,4,2,5,2,0,1,1,1,1
"16294",52,"Male","GB",2,3,3,4,4,3,4,4,3,3,4,3,3,4,3,1,1,1,1,1
"16295",26,"Female","CA",2,5,5,2,5,4,5,5,5,5,3,2,4,5,5,1,1,1,1,1
"16296",22,"Female","US",3,3,4,5,5,5,4,4,3,4,5,5,4,4,3,1,1,1,1,1
"16297",27,"Female","US",1,3,5,5,5,3,3,5,4,4,5,5,3,4,3,1,1,1,1,1
"16298",15,"Male","US",4,5,5,2,2,2,5,5,4,3,4,3,5,5,5,1,0,1,1,1
"16299",53,"Male","US",1,4,2,2,3,2,5,4,4,3,4,4,4,3,4,0,0,1,1,1
"16300",18,"Female","US",1,3,4,4,5,2,5,5,5,3,5,5,4,5,2,1,1,1,1,1
"16301",17,"Male","US",5,5,5,2,1,1,4,4,3,1,5,1,2,5,4,1,0,1,0,1
"16302",21,"Female","EG",5,5,5,2,3,2,5,5,5,4,5,5,4,4,4,1,0,1,1,1
"16303",49,"Male","US",2,4,4,3,4,4,3,4,3,4,4,4,4,4,4,1,1,1,1,1
"16304",28,"Female","US",2,2,2,3,3,2,3,4,2,3,3,2,2,4,3,0,1,1,1,1
"16305",17,"Female","US",1,2,2,5,4,4,4,2,3,1,3,4,4,3,5,0,1,1,1,1
"16306",25,"Female","TW",2,3,4,3,3,2,5,5,5,4,4,4,3,4,3,1,1,1,1,1
"16307",20,"Male","LB",1,2,4,5,5,4,4,5,4,4,5,3,5,5,5,0,1,1,1,1
"16308",27,"Female","US",4,4,4,5,5,5,4,5,4,3,3,3,5,4,4,1,1,1,1,1
"16309",19,"Female","US",5,5,5,5,5,5,5,4,5,1,5,4,5,1,2,1,1,1,1,1
"16310",18,"Female","DE",1,2,2,5,4,4,3,5,3,4,4,3,5,3,4,0,1,1,1,1
"16311",17,"Female","US",2,5,3,5,4,4,5,5,4,2,2,3,4,1,3,1,1,1,0,1
"16312",16,"Female","US",3,2,4,1,1,3,5,4,4,5,2,1,5,4,5,1,0,1,1,1
"16313",33,"Female","GB",3,1,5,2,2,5,5,5,5,2,4,1,5,5,5,1,1,1,0,1
"16314",20,"Female","SG",3,4,3,5,4,4,3,5,3,4,5,3,4,2,2,1,1,1,1,1
"16315",18,"Female","US",1,4,4,3,4,4,4,4,3,3,4,2,5,4,5,1,1,1,1,1
"16316",30,"Male","US",3,5,5,2,3,2,4,5,4,4,5,3,5,5,5,1,0,1,1,1
"16317",27,"Female","TW",2,1,4,3,4,2,5,5,3,3,4,3,4,4,5,0,1,1,1,1
"16318",23,"Male","CA",2,5,4,1,2,1,5,5,4,4,5,5,3,4,4,1,0,1,1,1
"16319",17,"Female","AE",2,3,4,5,5,5,4,5,5,3,5,2,5,5,5,1,1,1,1,1
"16320",64,"Male","US",3,5,4,1,1,3,4,4,4,4,4,5,3,3,3,1,0,1,1,1
"16321",16,"Female","HU",1,1,1,1,2,2,1,1,4,3,5,4,5,5,5,0,0,0,1,1
"16322",52,"Female","US",2,5,3,4,4,3,5,5,5,5,5,5,4,5,4,1,1,1,1,1
"16323",30,"Female","NG",1,4,5,2,5,1,4,5,5,2,5,5,5,5,5,1,1,1,1,1
"16324",21,"Male","GB",1,2,1,4,5,4,2,2,1,3,2,2,3,3,3,0,1,0,0,1
"16325",17,"Male","AU",4,3,3,5,5,3,4,2,3,5,5,3,5,4,5,1,1,1,1,1
"16326",33,"Male","US",2,3,4,2,4,4,5,5,5,4,3,3,5,5,4,1,1,1,1,1
"16327",31,"Female","US",4,4,4,3,3,2,5,5,3,2,2,1,5,3,3,1,1,1,0,1
"16328",21,"Female","EE",4,3,3,4,4,4,3,3,3,4,4,2,4,3,3,1,1,1,1,1
"16329",36,"Female","IT",2,4,2,4,2,3,5,5,4,3,1,4,5,5,5,1,1,1,1,1
"16330",19,"Female","US",4,5,5,3,4,2,5,5,4,3,4,5,4,5,4,1,1,1,1,1
"16331",19,"Male","US",2,3,3,2,5,2,4,4,3,3,4,2,5,3,4,1,1,1,1,1
"16332",15,"Male","US",4,4,4,2,3,3,2,2,2,4,4,4,4,4,4,1,1,0,1,1
"16333",17,"Female","US",5,4,5,4,3,1,5,4,4,3,4,2,5,5,5,1,1,1,1,1
"16334",17,"Female","US",2,2,1,4,4,2,4,5,4,4,4,3,4,5,3,0,1,1,1,1
"16335",27,"Female","US",3,4,5,5,5,4,5,5,5,3,3,3,4,4,4,1,1,1,1,1
"16336",16,"Male","US",4,5,4,3,2,2,4,3,4,3,3,3,3,3,4,1,0,1,1,1
"16337",17,"Male","US",3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,1,1,1,1,1
"16338",18,"Male","US",2,4,4,4,4,3,4,3,3,3,4,1,5,4,3,1,1,1,1,1
"16339",44,"Male","US",3,5,4,3,4,3,4,5,5,3,5,5,3,4,4,1,1,1,1,1
"16340",16,"Female","US",3,5,5,4,4,4,5,5,5,3,5,5,5,3,5,1,1,1,1,1
"16341",17,"Female","US",2,4,1,2,5,2,4,5,3,4,4,4,4,4,4,0,1,1,1,1
"16342",17,"Male","US",4,5,4,2,2,1,4,4,4,4,4,4,2,4,3,1,0,1,1,1
"16343",22,"Male","IN",3,4,4,1,5,1,2,5,4,4,5,4,5,4,4,1,0,1,1,1
"16344",20,"Female","SA",4,3,4,3,4,4,3,2,5,2,3,2,4,4,3,1,1,1,0,1
"16345",13,"Male","NO",2,2,4,2,4,2,4,4,3,3,4,3,5,5,5,1,1,1,1,1
"16346",37,"Female","US",3,4,3,3,3,4,4,4,3,3,4,4,4,3,3,1,1,1,1,1
"16347",55,"Female","US",3,4,4,5,5,4,4,5,5,4,4,4,3,3,3,1,1,1,1,1
"16348",16,"Male","US",1,2,2,2,1,1,1,2,2,5,4,2,5,5,5,0,0,0,1,1
"16349",25,"Male","US",3,5,3,1,4,1,5,5,5,5,5,4,5,5,5,1,0,1,1,1
"16350",37,"Female","US",1,5,4,2,3,1,5,5,5,4,5,4,4,5,5,1,0,1,1,1
"16351",67,"Female","US",4,5,5,2,3,1,5,5,5,4,4,4,4,5,4,1,0,1,1,1
"16352",18,"Female","US",3,4,5,3,5,5,5,5,5,3,5,5,5,3,4,1,1,1,1,1
"16353",39,"Male","US",1,1,1,2,2,2,4,4,2,2,2,2,5,4,4,0,0,1,0,1
"16354",38,"Male","BE",3,4,5,5,5,2,3,4,5,5,5,4,5,5,5,1,1,1,1,1
"16355",21,"Male","US",3,4,5,3,4,3,4,5,4,3,4,4,3,4,3,1,1,1,1,1
"16356",46,"Male","US",4,5,4,2,2,1,5,4,5,3,2,3,2,4,3,1,0,1,1,1
"16357",18,"Male","HK",1,2,2,4,5,4,2,3,1,3,3,3,4,3,2,0,1,0,1,1
"16358",51,"Male","US",1,5,5,5,5,1,5,5,5,2,5,5,5,4,3,1,1,1,1,1
"16359",18,"Female","US",3,3,3,3,4,4,3,3,3,2,3,2,3,3,3,1,1,1,0,1
"16360",19,"Female","US",3,5,3,4,4,3,5,5,4,5,5,5,5,4,3,1,1,1,1,1
"16361",18,"Female","GB",3,4,5,1,5,3,5,4,4,5,5,2,4,5,4,1,1,1,1,1
"16362",50,"Female","US",4,4,4,3,4,3,5,4,3,4,4,4,2,3,3,1,1,1,1,1
"16363",25,"Female","IN",5,5,5,5,5,1,5,5,5,5,5,5,1,5,2,1,1,1,1,1
"16364",27,"Female","DE",3,5,3,5,5,5,2,4,3,5,4,5,5,4,4,1,1,1,1,1
"16365",22,"Female","PK",4,5,5,5,5,5,5,5,5,3,5,3,5,4,5,1,1,1,1,1
"16366",21,"Female","US",1,3,3,3,3,2,4,4,3,4,4,4,3,5,4,0,1,1,1,1
"16367",28,"Male","US",2,4,4,2,2,1,2,2,4,4,5,4,2,4,4,1,0,1,1,1
"16368",36,"Female","BR",3,5,5,5,5,2,4,5,4,3,5,2,4,5,3,1,1,1,1,1
"16369",21,"Male","DE",4,5,5,2,4,3,5,5,5,3,4,2,5,5,5,1,1,1,1,1
"16370",18,"Female","US",3,5,5,5,1,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1
"16371",17,"Female","US",2,4,4,4,5,2,4,4,4,5,5,5,4,4,4,1,1,1,1,1
"16372",48,"Male","US",3,4,5,5,5,4,4,2,5,2,5,5,5,5,5,1,1,1,1,1
"16373",21,"Female","US",2,4,4,2,3,4,5,4,3,4,4,3,5,4,5,1,1,1,1,1
"16374",30,"Female","GB",3,2,3,4,5,4,3,5,4,4,3,3,5,4,4,1,1,1,1,1
"16375",16,"Female","GB",2,2,2,4,4,3,3,3,2,2,3,2,3,2,2,0,1,1,0,0
"16376",14,"Female","GB",2,5,4,3,3,2,5,4,4,5,4,4,4,5,4,1,1,1,1,1
"16377",60,"Male","US",3,5,5,1,2,1,5,4,5,2,2,3,5,5,5,1,0,1,0,1
"16378",27,"Male","US",5,4,5,4,5,4,5,3,3,4,5,5,5,5,5,1,1,1,1,1
"16379",26,"Male","CO",5,2,4,2,2,4,3,4,4,4,5,2,5,4,4,1,1,1,1,1
"16380",62,"Female","US",3,1,4,5,5,4,4,4,3,4,4,3,5,5,4,1,1,1,1,1
"16381",23,"Male","US",4,4,4,1,4,3,4,3,5,3,4,5,4,5,3,1,1,1,1,1
"16382",18,"Male","US",2,2,2,3,4,2,3,4,2,4,4,4,4,4,4,0,1,1,1,1
"16383",16,"Female","US",3,5,2,5,5,3,4,3,3,1,2,1,4,1,3,1,1,1,0,1
"16384",16,"Male","US",4,5,4,5,5,4,5,5,5,3,5,3,5,4,4,1,1,1,1,1
"16385",16,"Female","US",5,5,5,5,5,5,5,5,5,3,5,4,3,3,4,1,1,1,1,1
"16386",16,"Female","US",3,3,5,5,3,3,3,5,4,5,1,3,1,1,2,1,1,1,1,0
"16387",15,"Male","US",1,4,1,5,4,4,3,4,4,3,2,1,3,4,4,0,1,1,0,1
"16388",14,"Female","US",3,5,5,2,4,2,5,5,5,4,5,4,5,4,5,1,1,1,1,1
"16389",15,"Female","US",4,3,5,2,3,2,3,2,4,2,2,3,1,2,5,1,0,1,0,1
"16390",14,"Female","US",3,3,4,5,5,5,5,5,3,4,4,5,3,3,4,1,1,1,1,1
"16391",15,"Female","US",3,4,4,3,3,3,4,3,3,2,3,2,4,3,4,1,1,1,0,1
"16392",51,"Female","US",3,4,2,4,4,2,4,4,3,4,5,4,4,4,3,1,1,1,1,1
"16393",14,"Female","GB",2,3,4,4,4,3,4,3,4,4,4,3,4,4,4,1,1,1,1,1
"16394",32,"Male","EC",1,2,3,2,4,2,5,3,4,4,5,4,3,5,4,0,1,1,1,1
"16395",28,"Male","IN",5,4,4,3,4,4,5,5,5,3,3,3,5,1,5,1,1,1,1,1
"16396",28,"Male","BR",1,2,2,2,4,2,3,4,2,3,5,2,5,5,5,0,1,1,1,1
"16397",53,"Male","US",4,5,5,3,1,1,5,5,2,2,4,4,5,3,5,1,0,1,1,1
"16398",55,"Female","CA",3,5,5,2,2,2,4,3,3,4,2,5,5,5,5,1,0,1,1,1
"16399",25,"Female","US",4,4,4,5,5,3,4,3,3,4,5,4,3,4,3,1,1,1,1,1
"16400",16,"Female","US",2,2,2,5,5,4,4,5,2,3,4,4,3,3,3,0,1,1,1,1
"16401",18,"Female","US",1,1,2,5,5,5,2,4,1,3,5,5,1,4,1,0,1,0,1,0
"16402",50,"Female","US",3,4,4,3,3,2,5,5,4,2,4,5,4,4,4,1,1,1,1,1
"16403",19,"Female","US",3,5,5,2,3,2,5,3,4,3,4,4,3,4,5,1,0,1,1,1
"16404",28,"Male","US",1,1,1,3,5,5,1,5,3,1,5,5,5,5,3,0,1,1,1,1
"16405",24,"Female","NO",4,5,5,3,5,2,5,4,5,5,5,5,5,4,5,1,1,1,1,1
"16406",17,"Female","US",1,1,1,5,5,5,4,5,3,4,4,2,5,4,5,0,1,1,1,1
"16407",17,"Female","US",3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,1,1
"16408",21,"Female","US",4,4,5,5,5,4,5,5,5,4,5,5,4,4,4,1,1,1,1,1
"16409",17,"Male","US",5,5,5,4,1,2,5,4,5,2,4,2,5,5,5,1,0,1,1,1
"16410",16,"Male","US",4,4,5,5,4,4,5,5,4,1,3,1,5,3,4,1,1,1,0,1
"16411",16,"Female","US",4,4,2,4,4,4,5,5,2,2,4,4,5,4,4,1,1,1,1,1
"16412",43,"Male","US",2,2,2,4,5,4,4,5,4,5,4,2,5,5,4,0,1,1,1,1
"16413",53,"Male","US",1,3,4,4,4,3,3,3,4,2,3,2,3,4,4,1,1,1,0,1
"16414",27,"Female","US",1,1,3,1,3,1,4,3,2,3,5,5,5,4,5,0,0,1,1,1
"16415",17,"Female","US",4,3,2,4,2,5,3,2,2,1,3,2,5,4,5,1,1,0,0,1
"16416",16,"Female","US",4,3,4,5,5,4,4,4,4,2,4,3,4,3,3,1,1,1,1,1
"16417",23,"Female","US",2,2,4,4,5,3,5,4,5,5,5,4,5,3,5,1,1,1,1,1
"16418",17,"Female","US",2,2,3,3,3,3,3,4,5,2,4,2,5,4,3,0,1,1,1,1
"16419",21,"Female","US",4,5,5,4,5,4,5,5,5,3,2,4,5,5,5,1,1,1,1,1
"16420",17,"Female","GB",1,1,1,5,5,3,4,1,1,4,5,4,5,5,5,0,1,0,1,1
"16421",30,"Male","US",1,4,4,2,3,3,5,5,4,2,3,2,4,4,5,1,1,1,0,1
"16422",25,"Male","IT",3,2,3,5,5,4,1,4,3,2,5,4,5,2,3,1,1,1,1,1
"16423",20,"Female","CA",1,3,2,5,5,5,3,5,3,5,5,5,3,4,2,0,1,1,1,1
"16424",53,"Female","US",2,3,3,5,5,3,4,4,2,3,3,5,3,2,3,1,1,1,1,1
"16425",21,"Male","US",5,3,2,3,2,4,4,5,2,2,3,4,5,5,5,1,1,1,1,1
"16426",19,"Female","US",3,3,3,3,4,1,4,5,5,4,3,5,5,3,5,1,1,1,1,1
"16427",21,"Male","US",4,4,4,4,4,3,4,5,3,3,3,4,3,4,4,1,1,1,1,1
"16428",23,"Female","US",3,5,4,2,2,3,5,5,5,4,4,5,4,4,4,1,0,1,1,1
"16429",19,"Male","US",4,5,5,2,3,2,5,2,2,2,4,3,2,5,4,1,0,1,1,1
"16430",18,"Female","US",3,3,4,5,5,4,4,5,4,5,3,5,5,4,4,1,1,1,1,1
"16431",16,"Male","US",3,3,4,4,5,3,5,4,4,3,5,2,5,5,5,1,1,1,1,1
"16432",18,"Female","US",2,4,4,4,4,2,5,5,3,4,5,5,4,3,4,1,1,1,1,1
"16433",18,"Female","US",2,4,4,3,3,1,5,5,5,4,5,4,3,2,4,1,0,1,1,1
"16434",18,"Female","US",2,3,3,4,4,2,4,5,4,5,5,5,5,1,5,1,1,1,1,1
"16435",27,"Female","US",3,3,3,3,5,1,5,5,4,3,3,2,4,3,3,1,1,1,1,1
"16436",40,"Male","GB",1,1,1,5,5,3,2,3,3,3,5,5,5,1,3,0,1,1,1,1
"16437",21,"Female","US",3,3,3,5,5,5,5,4,2,2,2,2,5,2,5,1,1,1,0,1
"16438",18,"Male","US",2,3,3,3,4,4,4,4,4,4,4,4,5,5,5,1,1,1,1,1
"16439",38,"Female","US",3,4,4,4,5,3,5,5,4,3,4,1,5,3,3,1,1,1,1,1
"16440",15,"Male","US",3,4,4,3,3,2,5,4,4,2,4,3,4,5,2,1,1,1,1,1
"16441",20,"Male","US",3,4,4,1,2,2,4,5,3,4,4,3,1,4,5,1,0,1,1,1
"16442",19,"Male","US",3,4,3,2,1,4,2,4,2,4,2,4,3,4,4,1,0,1,1,1
"16443",41,"Male","US",2,2,2,4,3,3,3,4,3,2,3,2,5,5,5,0,1,1,0,1
"16444",23,"Male","FR",3,3,2,4,4,1,2,4,4,4,5,4,4,4,4,1,1,1,1,1
"16445",20,"Male","US",2,3,2,2,3,2,2,3,2,4,1,3,5,5,4,0,0,0,1,1
"16446",23,"Male","US",1,3,2,3,4,2,1,1,1,4,4,2,3,4,4,0,1,0,1,1
"16447",40,"Male","US",3,4,4,3,4,2,4,3,4,4,4,3,4,4,5,1,1,1,1,1
"16448",35,"Male","US",3,5,3,2,1,1,5,3,5,3,4,1,5,4,3,1,0,1,1,1
"16449",27,"Female","NL",3,3,2,3,4,4,5,5,5,5,5,1,5,4,5,1,1,1,1,1
"16450",21,"Female","US",1,4,4,1,1,3,3,4,3,3,4,2,5,5,4,1,0,1,1,1
"16451",27,"Male","NO",1,4,4,1,4,1,4,4,4,1,5,2,5,5,5,1,0,1,1,1
"16452",16,"Female","US",2,4,3,1,1,3,3,4,3,4,4,5,4,5,5,1,0,1,1,1
"16453",27,"Male","US",5,5,5,3,3,1,5,3,4,5,5,3,3,5,3,1,0,1,1,1
"16454",18,"Female","NO",1,1,1,4,5,4,4,3,2,3,3,3,3,3,4,0,1,1,1,1
"16455",20,"Female","US",4,5,5,5,4,3,5,5,4,5,5,5,3,4,3,1,1,1,1,1
"16456",26,"Male","US",4,3,5,1,3,1,4,4,5,5,5,3,5,5,5,1,0,1,1,1
"16457",19,"Female","GB",1,2,4,5,5,4,3,4,4,4,4,4,5,5,5,0,1,1,1,1
"16458",22,"Female","US",2,4,4,3,3,3,5,5,4,5,5,4,4,4,4,1,1,1,1,1
"16459",18,"Female","US",4,3,4,4,2,4,5,4,5,3,4,3,3,2,5,1,1,1,1,1
"16460",19,"Female","US",4,3,3,5,5,4,4,5,3,5,5,5,3,3,4,1,1,1,1,1
"16461",16,"Female","US",4,2,4,2,4,3,5,5,4,3,4,5,5,4,4,1,1,1,1,1
"16462",19,"Female","US",1,4,4,4,5,4,4,5,5,4,5,5,2,4,3,1,1,1,1,1
"16463",20,"Female","US",3,5,4,5,5,4,5,3,4,5,5,5,4,4,5,1,1,1,1,1
"16464",34,"Female","US",2,3,4,5,5,5,4,5,4,3,4,3,5,5,5,1,1,1,1,1
"16465",29,"Female","CA",3,4,5,2,3,2,5,4,5,5,5,5,4,5,5,1,0,1,1,1
"16466",44,"Female","GB",2,4,4,3,4,3,4,4,4,5,5,4,5,4,4,1,1,1,1,1
"16467",21,"Male","US",1,3,1,1,5,5,5,5,3,3,5,5,5,5,5,0,1,1,1,1
"16468",48,"Male","US",2,4,3,4,5,4,4,4,4,3,4,4,4,4,5,1,1,1,1,1
"16469",30,"Female","SE",2,3,3,4,5,2,4,4,3,4,4,2,5,3,4,1,1,1,1,1
"16470",43,"Male","US",3,4,4,1,1,1,4,3,4,4,5,3,4,4,5,1,0,1,1,1
"16471",19,"Female","US",1,3,2,4,4,5,3,4,3,4,4,1,5,5,5,0,1,1,1,1
"16472",22,"Female","PE",2,3,3,5,5,4,4,4,3,3,3,4,5,5,2,1,1,1,1,1
"16473",17,"Female","US",3,2,4,4,5,5,4,4,4,3,4,4,4,3,4,1,1,1,1,1
"16474",19,"Female","US",4,5,5,2,4,3,5,5,4,3,4,3,5,4,4,1,1,1,1,1
"16475",22,"Female","US",4,3,4,4,4,3,4,5,4,4,4,3,4,4,3,1,1,1,1,1
"16476",23,"Male","US",4,5,5,1,1,1,5,5,5,4,5,5,5,5,5,1,0,1,1,1
"16477",18,"Female","US",4,5,4,4,4,3,4,4,5,3,3,4,3,4,4,1,1,1,1,1
"16478",18,"Female","US",4,4,5,2,2,2,4,4,3,4,4,4,5,4,4,1,0,1,1,1
"16479",17,"Female","US",3,4,4,1,4,1,4,2,2,4,4,2,3,4,3,1,0,1,1,1
"16480",17,"Male","US",4,5,4,1,2,2,3,2,3,2,3,1,2,4,4,1,0,1,0,1
"16481",18,"Male","US",4,4,4,3,3,1,4,3,4,5,5,4,4,5,4,1,0,1,1,1
"16482",16,"Male","US",4,4,4,5,4,3,5,5,4,4,4,2,4,1,3,1,1,1,1,1
"16483",17,"Female","US",2,3,4,5,5,1,4,2,5,4,4,4,5,5,5,1,1,1,1,1
"16484",18,"Female","US",5,3,4,5,5,1,5,5,3,3,5,2,5,5,5,1,1,1,1,1
"16485",16,"Male","US",4,4,4,1,1,4,2,3,2,3,3,3,5,5,4,1,0,0,1,1
"16486",30,"Male","GB",1,4,4,2,2,3,5,5,5,3,3,4,2,3,2,1,0,1,1,0
"16487",55,"Female","US",1,1,2,5,4,4,5,5,4,1,4,3,4,3,4,0,1,1,1,1
"16488",55,"Female","US",2,3,4,2,3,2,5,5,4,4,3,4,3,5,4,1,0,1,1,1
"16489",18,"Female","US",1,4,3,5,5,3,3,5,5,4,5,5,3,4,3,1,1,1,1,1
"16490",19,"Male","US",2,2,3,5,5,4,3,4,4,2,5,3,5,5,5,0,1,1,1,1
"16491",19,"Male","US",4,5,3,2,4,3,5,5,4,3,5,3,4,4,5,1,1,1,1,1
"16492",16,"Female","CA",2,4,3,4,4,3,4,4,2,3,4,2,3,3,3,1,1,1,1,1
"16493",17,"Female","CA",2,3,3,5,5,3,2,3,3,1,3,3,5,4,3,1,1,1,0,1
"16494",23,"Female","US",1,3,4,4,5,4,5,5,4,4,5,5,4,4,5,1,1,1,1,1
"16495",18,"Female","CA",3,4,4,3,4,3,4,5,4,2,3,2,4,4,4,1,1,1,0,1
"16496",42,"Female","US",2,5,5,3,5,2,5,5,4,4,5,4,5,4,5,1,1,1,1,1
"16497",24,"Male","US",4,4,4,1,3,1,4,4,4,2,4,2,5,4,4,1,0,1,1,1
"16498",18,"Female","US",4,4,5,3,4,3,4,4,3,3,3,4,4,3,5,1,1,1,1,1
"16499",23,"Male","IN",3,1,1,4,5,4,5,5,5,5,5,1,5,5,4,0,1,1,1,1
"16500",28,"Female","CA",3,5,4,2,4,1,5,5,4,3,5,1,5,5,5,1,0,1,1,1
"16501",54,"Female","US",3,3,3,3,4,3,5,4,3,2,5,3,5,4,3,1,1,1,1,1
"16502",25,"Female","US",3,4,2,4,4,4,4,5,5,4,4,4,4,4,4,1,1,1,1,1
"16503",21,"Male","IN",4,5,5,1,1,1,5,5,5,4,4,4,5,5,5,1,0,1,1,1
"16504",38,"Female","DE",1,3,3,1,5,5,4,2,4,5,5,4,5,5,5,0,1,1,1,1
"16505",57,"Female","AU",4,4,4,5,4,4,5,4,3,4,4,2,4,5,3,1,1,1,1,1
"16506",23,"Male","GR",1,4,3,1,2,2,5,5,4,3,4,2,5,5,3,1,0,1,1,1
"16507",23,"Female","US",1,2,1,5,4,4,3,4,2,5,5,5,5,5,5,0,1,1,1,1
"16508",18,"Female","US",2,4,2,3,5,5,4,5,3,3,4,3,5,4,5,1,1,1,1,1
"16509",16,"Male","US",1,4,3,1,4,1,3,3,3,3,5,4,5,5,5,1,0,1,1,1
"16510",18,"Female","US",3,4,5,4,4,4,5,5,4,3,3,3,4,4,4,1,1,1,1,1
"16511",19,"Male","US",1,3,2,3,5,2,4,4,3,4,4,4,4,4,4,0,1,1,1,1
"16512",19,"Female","US",3,5,4,2,3,2,4,4,4,4,4,4,5,3,4,1,0,1,1,1
"16513",17,"Female","US",2,3,3,4,5,5,5,5,3,3,4,3,5,2,3,1,1,1,1,1
"16514",22,"Female","CA",1,1,3,5,4,4,5,4,3,5,2,5,5,5,5,0,1,1,1,1
"16515",22,"Female","CA",2,4,4,5,5,5,4,5,5,4,3,5,5,4,5,1,1,1,1,1
"16516",17,"Male","US",1,4,4,4,5,5,3,5,1,3,4,4,5,4,4,1,1,1,1,1
"16517",16,"Female","AU",2,2,1,5,4,5,3,3,4,2,3,3,5,4,2,0,1,1,1,1
"16518",18,"Female","GB",3,4,5,3,4,3,4,4,2,4,3,4,5,4,5,1,1,1,1,1
"16519",22,"Male","CA",4,5,5,1,3,2,5,4,4,4,5,3,5,3,4,1,0,1,1,1
"16520",18,"Female","US",3,5,5,4,5,3,5,4,3,4,5,4,3,5,5,1,1,1,1,1
"16521",40,"Female","US",1,1,3,5,5,5,3,5,1,1,3,3,5,4,5,0,1,1,0,1
"16522",64,"Female","US",4,4,5,2,3,4,4,4,4,3,4,4,5,4,5,1,1,1,1,1
"16523",21,"Female","US",3,5,5,5,5,3,5,5,5,3,4,4,4,4,5,1,1,1,1,1
"16524",28,"Female","AU",3,4,4,4,5,3,5,5,4,2,3,5,3,4,2,1,1,1,1,1
"16525",20,"Male","US",1,3,2,2,2,2,3,4,2,2,5,2,3,4,4,0,0,1,1,1
"16526",18,"Female","US",2,3,4,5,5,5,4,5,4,5,5,5,5,5,4,1,1,1,1,1
"16527",24,"Female","HU",3,5,5,3,5,3,5,4,3,3,5,4,5,4,4,1,1,1,1,1
"16528",54,"Female","US",2,4,4,4,5,2,5,4,4,4,4,3,5,5,5,1,1,1,1,1
"16529",35,"Female","US",2,4,3,2,3,1,4,5,4,4,4,4,2,5,4,1,0,1,1,1
"16530",27,"Female","US",4,4,5,4,4,5,4,5,5,4,5,5,5,5,5,1,1,1,1,1
"16531",44,"Male","US",4,3,4,2,4,1,2,2,4,4,5,4,5,5,5,1,0,1,1,1
"16532",21,"Male","IN",1,3,4,4,3,2,4,3,4,4,4,3,4,4,4,1,1,1,1,1
"16533",41,"Female","ID",2,2,3,4,4,4,5,4,4,5,4,4,5,5,5,0,1,1,1,1
